customer_id,age,gender,location,registration_date,customer_segment,total_orders,total_spent,avg_order_value,last_purchase_date,churn_risk
C000926,28,Female,North Carolina,2023-03-08,Regular,8,2249.63,281.2,2023-08-02,Medium
C000927,47,Male,Pennsylvania,2024-06-15,Occasional,3,437.53,145.84,2025-02-26,Medium
C000928,62,Female,Georgia,2024-06-22,Regular,4,886.16,221.54,2024-10-08,Medium
C000929,43,Male,Florida,2024-08-18,Premium,2,162.11,81.06,2024-12-05,Low
C000930,33,Female,Florida,2024-04-07,Regular,2,1138.6,569.3,2025-05-14,Medium
C000931,54,Male,Pennsylvania,2024-01-22,Regular,3,834.73,278.24,2024-08-04,High
C000932,26,Male,Illinois,2023-03-28,Regular,3,508.58,169.53,2025-08-08,High
C000933,32,Male,Georgia,2023-12-27,Occasional,3,702.05,234.02,2025-02-09,High
C000934,45,Female,Georgia,2023-12-11,Regular,6,1349.18,224.86,2024-01-24,Medium
C000935,69,Female,Pennsylvania,2024-01-12,Regular,1,906.73,906.73,2024-07-05,Medium
C000936,29,Female,Florida,2023-01-26,Regular,8,2193.4,274.18,2023-06-19,High
C000937,40,Male,Illinois,2023-03-19,Occasional,4,1150.42,287.61,2024-10-05,High
C000938,59,Male,Illinois,2024-07-13,Premium,5,722.8,144.56,2025-03-04,Low
C000939,22,Female,New York,2023-05-02,Occasional,9,1808.93,200.99,2023-09-27,Low
C000940,30,Female,Illinois,2023-12-08,Regular,3,726.62,242.21,2024-07-09,High
C000941,35,Male,Michigan,2024-11-30,Premium,3,927.13,309.04,2025-07-12,High
C000942,34,Male,Illinois,2024-07-10,Regular,4,1421.73,355.43,2024-08-15,Medium
C000943,43,Male,Georgia,2024-02-18,Occasional,8,1081.09,135.14,2024-10-09,High
C000944,43,Male,Florida,2023-06-02,Occasional,5,1082.29,216.46,2023-07-22,High
C000945,48,Male,North Carolina,2023-08-03,Occasional,4,780.75,195.19,2025-02-05,High
C000946,64,Female,Pennsylvania,2024-04-24,Premium,2,704.88,352.44,2025-07-30,Medium
C000947,45,Female,Florida,2023-07-12,Regular,1,250.67,250.67,2024-03-10,Medium
C000948,19,Female,Texas,2024-07-25,Occasional,4,581.4,145.35,2024-12-19,Low
C000949,65,Male,Georgia,2023-11-09,Occasional,4,487.65,121.91,2024-01-20,Medium
C000950,32,Female,Ohio,2023-12-14,Occasional,4,896.84,224.21,2025-01-16,Medium
C000951,52,Female,Pennsylvania,2024-12-08,Occasional,1,101.52,101.52,2025-07-01,Low
C000952,68,Male,Texas,2024-08-04,Premium,3,534.65,178.22,2024-09-01,Medium
C000953,58,Female,Ohio,2024-08-04,Premium,5,1088.15,217.63,2025-04-09,Medium
C000954,52,Female,Florida,2023-03-07,Regular,4,1713.82,428.46,2024-06-26,Low
C000955,54,Female,Illinois,2023-12-03,Premium,5,1024.01,204.8,2024-08-08,Low
C000956,61,Male,New York,2023-04-17,Occasional,3,940.13,313.38,2024-06-16,High
C000957,19,Male,Florida,2024-05-15,Premium,6,1257.45,209.58,2025-05-31,Medium
C000958,31,Male,Illinois,2023-10-18,Occasional,2,424.38,212.19,2024-05-16,High
C000959,47,Male,Pennsylvania,2023-03-13,Occasional,3,526.27,175.42,2024-06-26,Low
C000960,38,Female,Ohio,2023-06-25,Premium,5,1132.46,226.49,2024-11-25,Low
C000961,52,Female,Georgia,2023-05-13,Occasional,5,1895.32,379.06,2024-12-16,Low
C000962,31,Male,Florida,2024-02-03,Regular,5,814.68,162.94,2024-02-29,Medium
C000963,60,Female,Texas,2024-12-27,Occasional,1,75.06,75.06,2025-08-15,High
C000964,55,Male,North Carolina,2023-11-14,Occasional,3,201.46,67.15,2024-07-02,High
C000965,35,Male,New York,2024-04-14,Premium,2,759.16,379.58,2024-12-17,Medium
C000966,70,Female,Michigan,2023-03-07,Premium,13,3174.62,244.2,2023-07-24,High
C000967,54,Female,Georgia,2023-12-03,Regular,8,1271.42,158.93,2025-05-31,High
C000968,65,Male,Illinois,2023-02-10,Occasional,5,916.37,183.27,2024-06-13,Medium
C000969,62,Female,Ohio,2023-12-22,Occasional,3,822.83,274.28,2025-02-03,Low
C000970,33,Male,Michigan,2024-03-01,Occasional,6,1135.61,189.27,2024-05-06,Medium
C000971,42,Male,Michigan,2024-04-13,Premium,2,152.77,76.39,2025-04-23,Medium
C000972,20,Male,Texas,2024-12-16,Regular,2,1799.35,899.67,2025-05-11,High
C000973,36,Male,Florida,2024-07-04,Regular,4,1074.9,268.73,2025-02-16,Medium
C000974,25,Female,California,2024-07-20,Premium,2,511.04,255.52,2025-07-07,High
C000975,44,Female,Texas,2023-11-30,Regular,0,0.0,0.0,,Low
C000976,20,Female,New York,2024-06-02,Premium,5,899.33,179.87,2025-02-26,High
C000977,61,Female,Ohio,2024-12-12,Regular,2,287.15,143.58,2025-02-12,High
C000978,30,Female,New York,2024-02-13,Premium,5,1324.05,264.81,2024-10-01,Medium
C000979,63,Male,Pennsylvania,2023-04-28,Occasional,5,585.29,117.06,2025-01-27,High
C000980,49,Female,California,2024-04-20,Premium,3,3239.96,1079.99,2025-02-12,High
C000981,33,Female,Texas,2024-11-03,Regular,1,161.1,161.1,2025-06-17,Medium
C000982,28,Male,Michigan,2023-06-15,Premium,4,663.28,165.82,2023-10-30,Low
C000983,25,Female,Texas,2023-10-29,Premium,9,1339.14,148.79,2023-12-05,High
C000984,61,Female,Texas,2023-01-12,Regular,8,1509.08,188.63,2024-08-20,Medium
C000985,31,Male,North Carolina,2023-07-02,Premium,4,1476.08,369.02,2024-09-08,Medium
C000986,21,Male,Ohio,2024-12-14,Occasional,0,0.0,0.0,,Medium
C000987,21,Male,New York,2024-03-30,Regular,2,376.57,188.28,2025-03-07,Low
C000988,41,Male,Florida,2023-09-13,Premium,5,602.63,120.53,2024-05-26,Low
C000989,19,Male,Pennsylvania,2024-03-07,Premium,1,202.86,202.86,2025-08-12,High
C000990,22,Male,California,2024-11-16,Occasional,2,225.97,112.98,2025-07-04,Low
C000991,20,Female,North Carolina,2023-06-21,Premium,4,690.28,172.57,2025-01-21,Medium
C000992,53,Male,Michigan,2023-11-27,Premium,3,689.96,229.99,2024-12-06,High
C000993,45,Male,Florida,2024-02-09,Premium,4,1099.89,274.97,2025-06-21,Low
C000994,38,Male,New York,2024-01-01,Regular,2,413.67,206.84,2024-08-31,High
C000995,18,Female,Florida,2023-11-20,Regular,5,1098.07,219.61,2025-04-16,Low
C000996,60,Female,Michigan,2023-03-09,Regular,3,352.25,117.42,2024-10-10,Low
C000997,31,Female,Illinois,2023-03-10,Occasional,8,3123.76,390.47,2025-07-14,Medium
C000998,63,Male,Illinois,2023-04-15,Premium,8,875.83,109.48,2023-05-29,High
C000999,58,Female,Texas,2023-11-29,Regular,4,2606.06,651.52,2024-04-26,Low
C001000,66,Female,Georgia,2024-10-12,Premium,2,141.67,70.83,2025-03-11,Medium
C001001,56,Female,Ohio,2023-01-19,Occasional,3,372.38,124.13,2024-04-30,High
C001002,50,Male,Florida,2023-08-27,Premium,2,166.84,83.42,2025-06-23,High
C001003,37,Male,Ohio,2023-05-08,Premium,4,1411.37,352.84,2023-08-21,High
C001004,21,Male,Pennsylvania,2023-03-23,Regular,6,2136.51,356.09,2025-08-08,Medium
C001005,27,Female,Florida,2023-07-26,Occasional,3,871.0,290.33,2025-01-01,Low
C001006,64,Female,Pennsylvania,2023-09-01,Premium,6,2304.35,384.06,2025-03-18,Medium
C001007,59,Male,North Carolina,2023-11-22,Regular,4,838.55,209.64,2025-05-06,High
C001008,66,Male,Florida,2023-10-23,Occasional,7,1540.24,220.03,2024-09-26,Medium
C001009,33,Male,North Carolina,2023-12-17,Premium,4,589.27,147.32,2025-08-08,High
C001010,69,Male,Michigan,2023-09-12,Regular,6,854.46,142.41,2024-02-02,High
C001011,29,Female,New York,2023-11-26,Premium,2,608.02,304.01,2025-07-13,Medium
C001012,30,Male,Texas,2023-03-13,Premium,3,608.1,202.7,2024-12-31,Low
C001013,29,Male,Florida,2023-04-04,Occasional,6,1256.86,209.48,2024-03-16,Low
C001014,64,Female,Illinois,2024-03-12,Premium,3,877.83,292.61,2024-09-08,High
C001015,33,Female,Texas,2023-07-22,Occasional,5,2809.33,561.87,2025-05-21,Low
C001016,36,Female,Florida,2023-11-07,Regular,5,1509.32,301.86,2025-03-15,Medium
C001017,41,Female,Ohio,2023-03-23,Premium,7,1650.41,235.77,2024-04-20,Medium
C001018,45,Female,Texas,2024-03-27,Regular,2,245.83,122.91,2024-07-03,Low
C001019,45,Male,Illinois,2024-01-26,Occasional,8,921.88,115.23,2025-06-02,High
C001020,53,Male,Illinois,2023-06-06,Regular,3,1599.67,533.22,2023-07-06,Medium
C001021,47,Female,Ohio,2023-11-10,Occasional,6,1100.24,183.37,2024-01-02,High
C001022,22,Female,Texas,2024-05-07,Occasional,1,417.01,417.01,2025-08-13,Medium
C001023,27,Male,New York,2023-07-20,Premium,4,776.64,194.16,2025-03-13,High
C001024,49,Female,Ohio,2024-01-19,Regular,1,104.24,104.24,2025-08-01,High
C001025,42,Female,Illinois,2024-01-18,Occasional,4,913.64,228.41,2024-07-11,High
C001026,44,Male,California,2023-03-14,Regular,6,1770.15,295.02,2024-09-18,High
C001027,30,Female,Illinois,2023-06-16,Occasional,3,2313.25,771.08,2024-01-06,Medium
C001028,63,Female,Pennsylvania,2024-06-05,Occasional,4,470.91,117.73,2025-05-30,Low
C001029,42,Female,Florida,2024-10-28,Premium,2,911.42,455.71,2025-05-31,Medium
C001030,70,Female,New York,2023-02-05,Occasional,3,1078.46,359.49,2025-01-06,High
C001031,27,Female,Michigan,2024-10-22,Regular,2,93.5,46.75,2025-07-04,High
C001032,34,Male,Michigan,2023-05-31,Occasional,6,724.39,120.73,2025-08-15,High
C001033,18,Male,California,2023-06-15,Occasional,6,1409.38,234.9,2024-05-19,High
C001034,43,Male,North Carolina,2024-01-29,Premium,5,1407.18,281.44,2024-04-15,Medium
C001035,45,Female,Illinois,2023-06-19,Occasional,9,1590.03,176.67,2024-07-19,High
C001036,42,Female,Ohio,2024-11-05,Occasional,0,0.0,0.0,,Low
C001037,58,Female,Texas,2023-04-22,Regular,5,4462.97,892.59,2024-04-27,High
C001038,65,Female,Illinois,2023-08-03,Premium,5,773.27,154.65,2024-02-03,Low
C001039,18,Male,California,2024-05-18,Occasional,2,545.92,272.96,2024-08-02,Medium
C001040,44,Female,Ohio,2024-06-21,Premium,3,149.98,49.99,2024-12-12,Low
C001041,29,Male,Florida,2024-01-19,Regular,6,1271.32,211.89,2025-07-18,Low
C001042,25,Female,Michigan,2024-05-29,Premium,2,152.71,76.35,2025-05-31,Low
C001043,21,Male,Florida,2023-07-25,Regular,3,669.78,223.26,2025-01-22,Medium
C001044,58,Male,Texas,2024-03-27,Premium,2,358.4,179.2,2024-04-01,Medium
C001045,42,Male,Illinois,2023-03-29,Premium,5,1148.38,229.68,2024-11-12,Medium
C001046,55,Male,Georgia,2023-01-31,Regular,6,944.73,157.45,2024-05-28,High
C001047,18,Male,Illinois,2023-04-14,Premium,7,1211.47,173.07,2025-05-02,High
C001048,68,Male,California,2024-08-19,Premium,1,34.43,34.43,2025-07-15,High
C001049,42,Female,Georgia,2023-01-08,Regular,5,2124.16,424.83,2025-05-09,Medium
C001050,45,Female,Pennsylvania,2024-09-10,Occasional,1,338.11,338.11,2025-04-04,Medium
C001051,70,Male,Pennsylvania,2023-11-19,Occasional,3,585.4,195.13,2024-09-16,Medium
C001052,57,Male,Pennsylvania,2024-01-23,Regular,3,695.44,231.81,2025-07-25,Low
C001053,47,Female,Texas,2023-01-04,Premium,6,1141.88,190.31,2023-08-24,High
C001054,51,Female,Florida,2023-05-06,Regular,4,647.81,161.95,2024-07-24,Medium
C001055,61,Female,North Carolina,2024-09-25,Regular,1,96.88,96.88,2025-08-02,High
C001056,18,Female,New York,2023-07-12,Occasional,5,1726.02,345.2,2023-07-20,Medium
C001057,69,Female,Georgia,2023-02-16,Premium,4,595.87,148.97,2024-12-13,High
C001058,43,Male,Pennsylvania,2024-05-11,Regular,4,236.91,59.23,2025-02-10,Medium
C001059,62,Male,Ohio,2024-11-05,Regular,2,118.06,59.03,2025-05-22,High
C001060,63,Male,North Carolina,2023-07-19,Occasional,6,893.06,148.84,2025-04-03,High
C001061,20,Male,Georgia,2024-05-31,Premium,1,93.48,93.48,2025-07-23,Medium
C001062,53,Female,Texas,2024-11-20,Regular,1,47.62,47.62,2025-04-26,Low
C001063,60,Male,Florida,2024-05-08,Premium,2,660.02,330.01,2024-09-21,Low
C001064,62,Male,California,2024-11-06,Regular,1,116.16,116.16,2025-08-01,High
C001065,28,Female,Ohio,2023-01-30,Regular,7,571.5,81.64,2024-06-20,Low
C001066,60,Female,California,2023-09-21,Occasional,2,992.79,496.4,2025-08-05,Low
C001067,58,Female,California,2024-07-01,Occasional,1,161.72,161.72,2025-02-22,Medium
C001068,54,Male,Pennsylvania,2023-08-18,Regular,3,844.73,281.58,2024-06-24,High
C001069,59,Female,Florida,2024-01-26,Premium,2,384.65,192.33,2024-04-02,Medium
C001070,36,Male,California,2023-04-29,Premium,6,1562.0,260.33,2024-04-15,Medium
C001071,30,Male,Michigan,2024-08-29,Regular,2,472.65,236.33,2025-03-24,Low
C001072,42,Male,Illinois,2023-11-17,Premium,4,689.5,172.37,2024-02-29,High
C001073,30,Female,Ohio,2024-07-02,Regular,2,247.36,123.68,2025-08-20,Medium
C001074,68,Male,North Carolina,2024-11-26,Occasional,0,0.0,0.0,,High
C001075,32,Male,Ohio,2024-08-27,Premium,5,960.69,192.14,2025-03-27,High
C001076,38,Male,Illinois,2024-04-16,Premium,0,0.0,0.0,,Medium
C001077,47,Male,Michigan,2024-11-27,Regular,3,1157.09,385.7,2024-11-28,Low
C001078,69,Male,Michigan,2024-11-12,Regular,0,0.0,0.0,,Medium
C001079,62,Male,Illinois,2024-05-29,Occasional,2,3289.87,1644.94,2024-12-27,High
C001080,58,Male,Georgia,2024-05-04,Regular,4,745.12,186.28,2024-09-14,High
C001081,21,Female,Texas,2024-01-21,Occasional,3,766.08,255.36,2024-12-04,Low
C001082,62,Male,Texas,2023-08-19,Regular,4,1750.49,437.62,2025-03-17,High
C001083,37,Male,New York,2024-02-06,Occasional,6,1290.09,215.01,2025-03-31,Medium
C001084,45,Female,Pennsylvania,2023-12-12,Regular,5,771.47,154.29,2024-04-03,Medium
C001085,51,Female,Illinois,2023-03-15,Occasional,8,1310.48,163.81,2024-08-11,Low
C001086,53,Female,California,2024-12-18,Premium,2,108.18,54.09,2025-01-24,Medium
C001087,69,Male,Illinois,2024-08-17,Regular,2,311.05,155.52,2025-05-10,High
C001088,54,Male,Georgia,2023-06-17,Occasional,2,136.71,68.36,2024-11-20,Medium
C001089,27,Male,Florida,2023-10-26,Occasional,3,410.17,136.72,2023-12-13,Low
C001090,18,Female,Michigan,2024-10-28,Premium,2,802.2,401.1,2025-07-11,High
C001091,42,Female,Texas,2023-06-01,Premium,2,871.24,435.62,2024-03-10,Low
C001092,48,Male,New York,2023-12-31,Premium,2,1150.11,575.05,2025-01-08,High
C001093,39,Female,Texas,2024-10-27,Occasional,0,0.0,0.0,,High
C001094,33,Male,California,2024-02-18,Premium,4,1557.82,389.46,2025-04-28,Medium
C001095,37,Male,Ohio,2024-05-15,Occasional,2,437.28,218.64,2025-05-07,High
C001096,23,Female,Ohio,2024-11-05,Regular,1,534.8,534.8,2025-01-27,High
C001097,46,Female,New York,2024-10-30,Premium,2,56.65,28.32,2025-01-22,Low
C001098,25,Female,North Carolina,2023-03-26,Premium,4,562.95,140.74,2024-05-21,Low
C001099,54,Female,Illinois,2024-08-23,Occasional,3,1430.33,476.78,2024-11-29,High
C001100,68,Male,Ohio,2023-04-07,Regular,8,2294.0,286.75,2024-06-28,High
C001101,45,Female,Michigan,2024-12-20,Premium,0,0.0,0.0,,Low
C001102,22,Male,Ohio,2023-11-30,Occasional,6,569.56,94.93,2025-05-16,Low
C001103,53,Female,California,2024-02-08,Occasional,3,539.68,179.89,2025-06-26,High
C001104,63,Male,Florida,2024-07-05,Occasional,1,94.66,94.66,2024-08-07,Low
C001105,56,Male,New York,2023-07-05,Occasional,5,2688.58,537.72,2023-07-06,Medium
C001106,25,Male,Texas,2023-11-18,Occasional,4,490.09,122.52,2025-03-13,Low
C001107,28,Male,North Carolina,2024-10-30,Regular,0,0.0,0.0,,Low
C001108,25,Female,Pennsylvania,2023-03-28,Occasional,6,834.83,139.14,2024-10-14,Low
C001109,60,Male,Florida,2024-03-09,Regular,3,515.02,171.67,2024-12-08,Low
C001110,68,Female,North Carolina,2024-06-15,Regular,1,189.77,189.77,2024-11-10,Low
C001111,49,Female,North Carolina,2024-08-13,Regular,4,660.4,165.1,2024-11-19,High
C001112,50,Male,California,2024-07-05,Occasional,4,1065.97,266.49,2024-09-29,Low
C001113,20,Male,Texas,2023-08-31,Regular,8,1362.1,170.26,2023-12-18,Low
C001114,56,Male,Michigan,2023-05-18,Regular,3,591.96,197.32,2024-02-11,Medium
C001115,64,Female,California,2023-05-12,Occasional,9,3264.77,362.75,2023-08-13,Medium
C001116,42,Male,Ohio,2023-09-24,Regular,3,3487.71,1162.57,2024-04-03,Low
C001117,61,Female,Texas,2023-09-18,Occasional,5,426.17,85.23,2025-02-01,Low
C001118,58,Female,Florida,2023-03-14,Occasional,10,3375.33,337.53,2023-11-06,Medium
C001119,60,Male,Ohio,2024-07-31,Premium,3,517.05,172.35,2025-04-09,Medium
C001120,42,Male,Michigan,2024-03-20,Premium,2,867.04,433.52,2025-07-18,Low
C001121,25,Male,North Carolina,2023-10-04,Regular,3,628.13,209.38,2024-05-19,Low
C001122,58,Male,Pennsylvania,2023-12-04,Regular,5,624.12,124.82,2025-06-25,Medium
C001123,69,Male,Illinois,2023-05-30,Premium,5,1301.46,260.29,2025-04-10,Low
C001124,32,Female,California,2024-01-22,Premium,5,819.62,163.92,2024-04-30,Low
C001125,64,Female,Michigan,2024-06-23,Regular,1,562.13,562.13,2024-10-23,Low
C001126,40,Female,North Carolina,2024-06-25,Regular,0,0.0,0.0,,High
C001127,21,Male,Pennsylvania,2023-04-12,Regular,4,285.34,71.33,2023-04-21,Low
C001128,69,Female,Georgia,2023-12-20,Occasional,6,1468.04,244.67,2024-02-14,Low
C001129,18,Male,Texas,2023-09-23,Premium,6,1394.39,232.4,2024-04-26,Medium
C001130,65,Female,New York,2024-08-04,Occasional,1,243.31,243.31,2024-10-07,High
C001131,63,Male,Michigan,2024-01-15,Regular,3,206.23,68.74,2024-08-31,High
C001132,29,Female,Pennsylvania,2024-04-13,Regular,3,633.01,211.0,2025-05-01,High
C001133,35,Female,North Carolina,2023-10-21,Occasional,3,877.35,292.45,2024-05-08,Low
C001134,58,Male,Illinois,2023-11-09,Regular,3,366.36,122.12,2023-12-28,Medium
C001135,58,Male,California,2023-04-03,Occasional,7,1820.67,260.1,2024-01-29,Low
C001136,28,Male,California,2023-04-06,Occasional,9,2081.36,231.26,2025-07-03,Medium
C001137,49,Male,Ohio,2024-07-21,Occasional,4,516.9,129.22,2025-01-31,High
C001138,48,Female,North Carolina,2023-05-20,Occasional,5,473.44,94.69,2024-10-14,High
C001139,62,Male,Ohio,2024-06-29,Premium,0,0.0,0.0,,High
C001140,65,Male,Ohio,2023-07-14,Occasional,8,1454.63,181.83,2025-04-13,High
C001141,33,Male,Michigan,2023-12-20,Regular,1,267.94,267.94,2025-04-15,Low
C001142,66,Male,Texas,2024-11-21,Premium,0,0.0,0.0,,Medium
C001143,50,Female,New York,2023-05-17,Regular,3,2339.94,779.98,2025-06-14,Medium
C001144,28,Female,California,2024-01-24,Regular,1,480.25,480.25,2024-10-15,High
C001145,52,Male,Illinois,2023-09-13,Regular,6,4067.87,677.98,2024-07-19,Medium
C001146,34,Male,New York,2023-10-28,Occasional,3,483.14,161.05,2024-11-08,High
C001147,43,Male,Illinois,2024-08-05,Occasional,1,1001.81,1001.81,2024-08-27,High
C001148,47,Female,New York,2023-02-06,Regular,7,2744.93,392.13,2024-03-29,Low
C001149,47,Female,Illinois,2024-09-22,Regular,2,386.14,193.07,2025-06-12,Low
C001150,40,Male,Ohio,2023-01-06,Regular,6,846.64,141.11,2025-02-14,Low
C001151,45,Female,Florida,2023-04-14,Premium,5,2189.06,437.81,2025-05-27,High
C001152,27,Female,California,2024-06-10,Regular,1,78.24,78.24,2025-01-11,Low
C001153,67,Female,Florida,2023-06-09,Regular,10,1714.1,171.41,2025-07-28,Medium
C001154,37,Female,Ohio,2024-01-19,Premium,3,909.1,303.03,2025-04-04,High
C001155,24,Female,Georgia,2023-10-03,Premium,2,338.25,169.12,2025-03-16,Low
C001156,65,Female,New York,2023-12-29,Regular,3,464.63,154.88,2024-04-15,High
C001157,25,Male,Illinois,2023-07-23,Premium,5,1192.39,238.48,2025-03-11,Low
C001158,44,Female,New York,2024-02-09,Premium,3,462.45,154.15,2024-11-13,High
C001159,48,Female,California,2023-07-23,Regular,4,1242.34,310.58,2025-05-27,Medium
C001160,49,Male,Pennsylvania,2024-07-17,Regular,2,450.67,225.34,2025-06-24,High
C001161,26,Male,California,2024-02-03,Premium,3,603.53,201.18,2024-12-08,Low
C001162,40,Male,Florida,2023-06-09,Premium,1,460.49,460.49,2025-03-09,High
C001163,45,Male,Ohio,2023-12-17,Regular,2,3565.28,1782.64,2024-05-16,Medium
C001164,49,Male,Ohio,2023-10-16,Premium,1,333.91,333.91,2025-05-20,High
C001165,64,Male,Florida,2023-06-06,Regular,3,568.6,189.53,2023-11-20,Low
C001166,62,Male,Ohio,2023-09-27,Premium,6,2349.69,391.62,2024-12-12,Medium
C001167,68,Male,North Carolina,2024-12-24,Occasional,2,168.5,84.25,2025-01-24,Low
C001168,55,Male,Florida,2023-07-13,Premium,5,1221.55,244.31,2025-04-06,Low
C001169,20,Female,Florida,2024-02-15,Premium,4,793.84,198.46,2024-04-14,Medium
C001170,57,Male,California,2023-01-19,Premium,7,4186.25,598.04,2023-12-11,Medium
C001171,51,Female,Florida,2024-02-22,Premium,4,755.19,188.8,2025-04-17,Medium
C001172,48,Male,North Carolina,2024-03-12,Regular,4,557.77,139.44,2025-04-16,High
C001173,37,Male,Illinois,2023-02-22,Regular,6,1655.39,275.9,2025-02-08,Medium
C001174,63,Female,Florida,2023-12-26,Regular,6,896.81,149.47,2024-10-27,Low
C001175,20,Male,New York,2023-07-06,Occasional,6,619.11,103.19,2024-11-20,High
C001176,31,Female,Georgia,2023-11-26,Regular,7,694.8,99.26,2024-06-23,High
C001177,45,Male,Illinois,2023-04-14,Regular,5,1467.4,293.48,2025-02-09,Medium
C001178,37,Male,California,2023-12-09,Occasional,2,1062.05,531.03,2025-07-03,Low
C001179,53,Male,Pennsylvania,2024-11-30,Regular,5,1461.61,292.32,2025-02-19,High
C001180,65,Female,Florida,2024-01-06,Occasional,6,843.02,140.5,2025-07-06,Medium
C001181,55,Female,California,2023-08-04,Premium,4,476.94,119.24,2023-09-17,Low
C001182,65,Male,New York,2024-10-06,Occasional,1,143.22,143.22,2025-02-07,High
C001183,30,Female,California,2023-07-15,Premium,0,0.0,0.0,,High
C001184,39,Female,Georgia,2024-09-25,Premium,3,377.16,125.72,2025-03-10,High
C001185,20,Male,Florida,2023-06-07,Regular,6,1350.0,225.0,2023-10-27,High
C001186,34,Female,Pennsylvania,2024-12-29,Regular,2,66.43,33.22,2025-06-16,High
C001187,45,Male,Georgia,2023-05-01,Regular,5,1225.46,245.09,2025-07-05,High
C001188,68,Male,Texas,2024-05-30,Occasional,1,395.79,395.79,2025-03-28,Medium
C001189,26,Female,New York,2024-12-14,Occasional,0,0.0,0.0,,Low
C001190,30,Female,Georgia,2024-12-11,Occasional,1,416.73,416.73,2025-06-06,High
C001191,22,Male,Georgia,2024-06-09,Occasional,1,205.54,205.54,2024-08-11,Medium
C001192,67,Female,Ohio,2024-07-29,Occasional,1,415.97,415.97,2025-02-18,Medium
C001193,29,Male,Texas,2023-07-31,Occasional,7,1354.48,193.5,2023-09-18,Low
C001194,62,Male,North Carolina,2024-08-29,Regular,1,46.95,46.95,2024-10-23,High
C001195,64,Female,Illinois,2024-12-25,Premium,1,160.26,160.26,2025-05-13,Medium
C001196,35,Male,Texas,2024-12-26,Premium,0,0.0,0.0,,Low
C001197,33,Female,New York,2024-06-30,Occasional,3,1442.67,480.89,2025-06-30,Low
C001198,26,Female,New York,2023-10-12,Occasional,8,2137.82,267.23,2025-07-03,Low
C001199,52,Male,New York,2023-08-04,Occasional,9,785.03,87.23,2025-07-22,Medium
C001200,56,Female,Pennsylvania,2024-10-09,Premium,3,710.55,236.85,2025-04-02,High
C001201,34,Male,Ohio,2024-07-16,Occasional,1,713.79,713.79,2025-07-13,Medium
C001202,21,Male,Pennsylvania,2023-11-29,Premium,2,417.74,208.87,2025-01-11,High
C001203,29,Female,New York,2023-10-14,Occasional,3,365.11,121.7,2024-03-21,High
C001204,24,Female,Illinois,2024-08-20,Occasional,4,622.25,155.56,2024-12-23,High
C001205,53,Male,Georgia,2024-09-10,Premium,3,1065.04,355.01,2025-04-17,Medium
C001206,31,Female,Texas,2023-10-03,Regular,6,2058.75,343.12,2025-07-14,Low
C001207,41,Male,Georgia,2024-03-20,Premium,4,458.06,114.52,2024-04-17,Medium
C001208,47,Male,Texas,2023-07-05,Premium,3,416.73,138.91,2025-06-14,High
C001209,64,Male,Illinois,2024-05-17,Premium,1,402.07,402.07,2025-07-17,Medium
C001210,29,Female,Michigan,2023-06-16,Premium,5,913.51,182.7,2025-05-19,Low
C001211,22,Female,Florida,2023-05-27,Regular,8,2987.82,373.48,2024-08-29,High
C001212,24,Male,New York,2024-02-17,Occasional,3,872.81,290.94,2024-04-09,Low
C001213,42,Male,California,2024-01-22,Premium,2,945.56,472.78,2025-07-01,High
C001214,26,Male,California,2023-02-14,Regular,2,346.61,173.3,2025-06-02,Low
C001215,56,Male,New York,2024-10-04,Premium,3,358.11,119.37,2025-08-14,High
C001216,63,Male,Florida,2023-12-13,Premium,2,472.24,236.12,2024-07-07,Medium
C001217,46,Male,Illinois,2024-07-30,Regular,8,3597.32,449.67,2025-07-26,Medium
C001218,33,Male,North Carolina,2023-06-08,Occasional,6,1544.36,257.39,2023-07-15,Medium
C001219,52,Male,New York,2024-10-04,Premium,2,614.31,307.16,2024-10-23,Low
C001220,36,Male,North Carolina,2024-07-11,Regular,1,536.62,536.62,2024-12-19,Low
C001221,32,Male,Florida,2023-01-02,Regular,7,1812.81,258.97,2023-02-03,Medium
C001222,40,Female,Florida,2023-05-31,Occasional,4,1023.17,255.79,2025-03-04,Medium
C001223,63,Male,Georgia,2024-12-04,Premium,3,452.01,150.67,2025-03-13,Low
C001224,24,Female,Pennsylvania,2023-08-18,Premium,3,404.41,134.8,2024-10-27,High
C001225,25,Female,California,2023-12-08,Premium,4,628.17,157.04,2024-08-05,High
C001226,29,Female,North Carolina,2023-06-04,Regular,3,1000.6,333.53,2025-04-07,High
C001227,61,Female,Texas,2023-07-05,Occasional,6,1234.21,205.7,2024-08-24,High
C001228,57,Female,Pennsylvania,2023-11-05,Premium,4,2118.67,529.67,2025-07-18,Medium
C001229,60,Female,Illinois,2024-05-26,Occasional,3,950.55,316.85,2024-06-13,Low
C001230,27,Male,Pennsylvania,2023-01-03,Premium,7,1386.34,198.05,2024-07-01,Medium
C001231,64,Female,California,2024-04-02,Premium,2,706.14,353.07,2025-08-05,High
C001232,64,Female,Texas,2024-03-13,Premium,3,461.37,153.79,2024-09-03,Medium
C001233,29,Female,Pennsylvania,2023-05-11,Regular,7,3700.97,528.71,2024-07-29,Medium
C001234,48,Female,Michigan,2024-03-10,Occasional,1,100.86,100.86,2025-04-29,Medium
C001235,69,Male,Ohio,2023-05-22,Regular,1,114.03,114.03,2023-09-26,High
